time_days,pressure_min_bar,pressure_max_bar,generated_H2_kg,unreacted_accessible_Fe_kg,free_H2_kg,dissolved_H2_kg,gas_H2_out_kg,aqueous_H2_out_kg,max_gas_saturation,salinity_min_molal,salinity_max_molal,outlet_H2_mol_per_mol_water,separator_gas_H2_rate_kg_day,separator_H2_available_kg,collected_H2_kg,gross_electricity_kwh,H2_kg,native_H2_kg,H2_in_kg,H2_out_kg,H2_balance_kg,H2_exact_balance_kg,H2O_kg,native_H2O_kg,H2O_in_kg,H2O_out_kg,H2O_balance_kg,H2O_exact_balance_kg,NaCl_kg,native_NaCl_kg,NaCl_in_kg,NaCl_out_kg,NaCl_balance_kg,NaCl_exact_balance_kg
0.006648513460159303,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,5.350258110819927e-10,0.0,4.499999999999996,4.499999999999996,1.081074498590382e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,5.361727785100124e-10,5.350258110819927e-10,2.016052565389767e-18,-4.072218427404681e-18,1511.653555625349,1511.6535556322408,44.32262550922933,44.22781165477618,1.6665580915287137e-07,1.6665603652654681e-07,397.5536988931546,397.55369888626274,11.656522521243346,11.6315871791452,4.38294733839939e-08,4.38294733839939e-08
0.009973770190238955,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,8.031976713251397e-10,0.0,4.499999999999996,4.499999999999996,1.081074498590382e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,8.043446387531626e-10,8.031976713251397e-10,2.0160493600648935e-18,-4.0722216327295544e-18,1511.653555625349,1511.6535556322408,66.49100370758015,66.39618985312673,1.6665553914663178e-07,1.6665576652030722e-07,397.5536988931546,397.55369888626274,17.486641941283292,17.461706599185064,4.382939167157929e-08,4.382939167157929e-08
0.014961655285358432,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,1.20545546168986e-09,0.0,4.499999999999996,4.499999999999996,1.081074498590382e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,1.206602429117888e-09,1.20545546168986e-09,2.0160442935836416e-18,-4.072226699210806e-18,1511.653555625349,1511.6535556322408,99.74357100510636,99.64875715065254,1.6665514124269976e-07,1.666553686163752e-07,397.5536988931546,397.55369888626274,26.231821071343212,26.206885729244863,4.382927087931421e-08,4.382927087931421e-08
0.022443482928037647,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,1.8088421472369405e-09,0.0,4.499999999999996,4.499999999999996,1.081074498590382e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.8286540514146785e-08,1.8099891146649759e-09,1.8088421472369405e-09,2.016040157680579e-18,-4.072234143836319e-18,1511.653555625349,1511.6535556322408,149.62242195139567,149.52760809694126,1.6665455859765643e-07,1.6665478597133188e-07,397.5536988931546,397.55369888626274,39.34958976643309,39.32465442433456,4.382908969091659e-08,4.382908969091659e-08
0.03366622439205647,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,2.7139221755575614e-09,0.0,4.499999999999996,4.500000000000003,1.081074498590382e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.8286540514146785e-08,2.715069142985608e-09,2.7139221755575614e-09,2.0160289907423094e-18,-4.072245310774589e-18,1511.653555625349,1511.6535556322408,224.44069837082964,224.34588451637435,1.666536775246641e-07,1.6665390489833953e-07,397.5536988931546,397.55369888626274,59.02624280906791,59.00130746696911,4.3828819684677e-08,4.3828819684677e-08
0.05050033658808471,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,4.071542218038493e-09,0.0,4.499999999999996,4.500000000000003,1.081074498590382e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.8286540514146785e-08,4.072689185466556e-09,4.071542218038493e-09,2.016012033539752e-18,-4.072262267977146e-18,1511.653555625349,1511.6535556322408,336.6681129999806,336.573299145524,1.6665234170432086e-07,1.666525690779963e-07,397.5536988931546,397.55369888626274,88.54122237302015,88.51628703092094,4.382840756989026e-08,4.382840756989026e-08
0.07050033658808472,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,5.684481500694863e-09,0.0,4.499999999999996,4.500000000000003,1.0810744985903822e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,5.685628468122946e-09,5.684481500694863e-09,2.0159888724826005e-18,-4.072282120311847e-18,1511.653555625349,1511.6535556322408,470.001446320201,469.90663246574275,1.666506932451739e-07,1.6665092061884934e-07,397.5536988931546,397.55369888626274,123.60690236880379,123.58196702670409,4.382792440082994e-08,4.382792440082994e-08
0.09050033658808472,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,7.2974207833512325e-09,0.0,4.499999999999996,4.500000000000003,1.0810744985903822e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,7.298567750779336e-09,7.2974207833512325e-09,2.0159690201478993e-18,-4.072301972646549e-18,1511.653555625349,1511.6535556322408,603.3347796404214,603.2399657859615,1.666491016294458e-07,1.6664932900312124e-07,397.5536988931546,397.55369888626274,158.6725823645874,158.64764702248726,4.3827469653479056e-08,4.3827469653479056e-08
0.11050033658808472,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,8.910360066007602e-09,0.0,4.499999999999996,4.500000000000003,1.0810744985903822e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,8.911507033435725e-09,8.910360066007602e-09,2.0159499949938105e-18,-4.072320997800637e-18,1511.653555625349,1511.6535556322408,736.6681129606418,736.5732991061803,1.666475100137177e-07,1.6664773738739314e-07,397.5536988931546,397.55369888626274,193.73826236037104,193.71332701827043,4.382701490612817e-08,4.382701490612817e-08
0.13050033658808471,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,1.052329934866397e-08,0.0,4.499999999999996,4.500000000000003,1.0810744985903822e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,1.0524446316092113e-08,1.052329934866397e-08,2.0159301426591093e-18,-4.072340850135339e-18,1511.653555625349,1511.6535556322408,870.0014462808621,869.906632426399,1.666459183979896e-07,1.6664614577166503e-07,397.5536988931546,397.55369888626274,228.80394235615466,228.77900701405355,4.382650331535842e-08,4.382650331535842e-08
0.1505003365880847,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,1.213623863132034e-08,0.0,4.499999999999996,4.500000000000003,1.0810744985903822e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,1.21373855987485e-08,1.213623863132034e-08,2.015911944685633e-18,-4.072359048108815e-18,1511.653555625349,1511.6535556322408,1003.3347796010823,1003.2399657466177,1.666443267822615e-07,1.6664455415593693e-07,397.5536988931546,397.55369888626274,263.8696223519383,263.84468700983666,4.3825991724588675e-08,4.3825991724588675e-08
