reading_no,csv_line,sample,subgroup,subgroup_provenance,timestamp,units,sigma_value_metadata,duration_reported,duration_unit,Ag_ppm,Ag_reported_2sigma_ppm,Ag_status,Ag_detection_limit_ppm,As_ppm,As_reported_2sigma_ppm,As_status,As_detection_limit_ppm,Au_ppm,Au_reported_2sigma_ppm,Au_status,Au_detection_limit_ppm,Bal_ppm,Bal_reported_2sigma_ppm,Bal_status,Bal_detection_limit_ppm,Bi_ppm,Bi_reported_2sigma_ppm,Bi_status,Bi_detection_limit_ppm,Cd_ppm,Cd_reported_2sigma_ppm,Cd_status,Cd_detection_limit_ppm,Co_ppm,Co_reported_2sigma_ppm,Co_status,Co_detection_limit_ppm,Cr_ppm,Cr_reported_2sigma_ppm,Cr_status,Cr_detection_limit_ppm,Cu_ppm,Cu_reported_2sigma_ppm,Cu_status,Cu_detection_limit_ppm,Fe_ppm,Fe_reported_2sigma_ppm,Fe_status,Fe_detection_limit_ppm,Hf_ppm,Hf_reported_2sigma_ppm,Hf_status,Hf_detection_limit_ppm,Hg_ppm,Hg_reported_2sigma_ppm,Hg_status,Hg_detection_limit_ppm,Mn_ppm,Mn_reported_2sigma_ppm,Mn_status,Mn_detection_limit_ppm,Mo_ppm,Mo_reported_2sigma_ppm,Mo_status,Mo_detection_limit_ppm,Nb_ppm,Nb_reported_2sigma_ppm,Nb_status,Nb_detection_limit_ppm,Ni_ppm,Ni_reported_2sigma_ppm,Ni_status,Ni_detection_limit_ppm,Pb_ppm,Pb_reported_2sigma_ppm,Pb_status,Pb_detection_limit_ppm,Pd_ppm,Pd_reported_2sigma_ppm,Pd_status,Pd_detection_limit_ppm,Rb_ppm,Rb_reported_2sigma_ppm,Rb_status,Rb_detection_limit_ppm,Re_ppm,Re_reported_2sigma_ppm,Re_status,Re_detection_limit_ppm,Sb_ppm,Sb_reported_2sigma_ppm,Sb_status,Sb_detection_limit_ppm,Se_ppm,Se_reported_2sigma_ppm,Se_status,Se_detection_limit_ppm,Sn_ppm,Sn_reported_2sigma_ppm,Sn_status,Sn_detection_limit_ppm,Sr_ppm,Sr_reported_2sigma_ppm,Sr_status,Sr_detection_limit_ppm,Ta_ppm,Ta_reported_2sigma_ppm,Ta_status,Ta_detection_limit_ppm,Th_ppm,Th_reported_2sigma_ppm,Th_status,Th_detection_limit_ppm,Ti_ppm,Ti_reported_2sigma_ppm,Ti_status,Ti_detection_limit_ppm,U_ppm,U_reported_2sigma_ppm,U_status,U_detection_limit_ppm,V_ppm,V_reported_2sigma_ppm,V_status,V_detection_limit_ppm,W_ppm,W_reported_2sigma_ppm,W_status,W_detection_limit_ppm,Y_ppm,Y_reported_2sigma_ppm,Y_status,Y_detection_limit_ppm,Zn_ppm,Zn_reported_2sigma_ppm,Zn_status,Zn_detection_limit_ppm,Zr_ppm,Zr_reported_2sigma_ppm,Zr_status,Zr_detection_limit_ppm,reactive_ferrous_Fe_mol_per_kg_rock,magnetite_H2_mol_per_kg_rock,ferric_ceiling_H2_mol_per_kg_rock,magnetite_H2_kg_per_tonne_rock,ferric_ceiling_H2_kg_per_tonne_rock
4469,13,sample3,all,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:01:31",ppm,1.5,19.92,not stated by export; not reaction exposure,50.4908,44.4047,detected,,2.7903,1.6461,detected,,8.9859,4.2989,detected,,915573.9375,702.5215,detected,,,2.3539,below_detection,,76.7915,30.719,detected,,,157.7894,below_detection,,404.0892,46.4136,detected,,,20.997,below_detection,,78707.5547,206.9636,detected,,,0.0,below_detection,,,3.1159,below_detection,,1153.1304,50.4819,detected,,,2.0179,below_detection,,,1.3688,below_detection,,3525.6055,41.6626,detected,,12.3441,1.6099,detected,,102.2791,8.405,detected,,,1.122,below_detection,,,0.0,below_detection,,110.7004,90.0564,detected,,,1.6258,below_detection,,186.7659,10.9245,detected,,,0.485,below_detection,,,0.0,below_detection,,,2.0316,below_detection,,,260.9122,below_detection,,,2.4021,below_detection,,,99.3914,below_detection,,,0.0,below_detection,,,0.9464,below_detection,,84.5131,4.7253,detected,,,1.0709,below_detection,,1.409393046826036,0.46979768227534535,0.704696523413018,0.947055751745223,1.4205836276178347
4470,14,sample3,all,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:02:11",ppm,1.5,19.82,not stated by export; not reaction exposure,54.5477,47.9719,detected,,,3.7761,below_detection,,,5.8972,below_detection,,919049.375,687.9138,detected,,,2.4643,below_detection,,68.6154,27.4479,detected,,,144.3402,below_detection,,344.8084,45.8384,detected,,,17.1518,below_detection,,75625.4375,206.2205,detected,,,0.0,below_detection,,,3.156,below_detection,,1053.0852,49.4489,detected,,,2.6711,below_detection,,,1.4963,below_detection,,3283.6406,40.6577,detected,,12.0661,1.6207,detected,,108.1502,8.4639,detected,,,1.1099,below_detection,,,0.0,below_detection,,119.7903,97.4498,detected,,,1.5484,below_detection,,195.2139,10.985,detected,,,0.5415,below_detection,,,0.0,below_detection,,,2.0815,below_detection,,,221.6604,below_detection,,,2.061,below_detection,,,155.7996,below_detection,,,0.0,below_detection,,,0.964,below_detection,,85.2989,4.7726,detected,,,1.1224,below_detection,,1.3542024800787895,0.45140082669292986,0.6771012400393948,0.9099698985137434,1.364954847770615
4471,15,sample3,all,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:02:45",ppm,1.5,19.59,not stated by export; not reaction exposure,57.4324,50.5075,detected,,2.9823,1.6863,detected,,,5.6932,below_detection,,918938.8125,688.1364,detected,,,2.4012,below_detection,,70.1316,28.0536,detected,,,132.8195,below_detection,,427.9014,48.2639,detected,,,19.4057,below_detection,,75281.8438,207.3151,detected,,,0.0,below_detection,,,3.2821,below_detection,,1009.1196,49.3666,detected,,1.9171,1.1337,detected,,1.5359,0.9154,detected,,3316.6641,41.1567,detected,,12.4884,1.6487,detected,,118.328,8.5907,detected,,,1.0966,below_detection,,,0.0,below_detection,,133.503,108.6022,detected,,,1.4772,below_detection,,217.4256,11.1437,detected,,,0.6231,below_detection,,,0.0,below_detection,,,2.1454,below_detection,,321.1197,129.4776,detected,,,2.0961,below_detection,,,103.5327,below_detection,,,0.0,below_detection,,,0.9455,below_detection,,88.8039,4.8876,detected,,,1.2076,below_detection,,1.3480498486883337,0.4493499495627779,0.6740249243441668,0.9058355763246126,1.358753364486919
4472,16,sample3,all,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:03:12",ppm,1.5,19.08,not stated by export; not reaction exposure,64.4894,56.7091,detected,,,3.7701,below_detection,,6.9457,4.4112,detected,,925181.125,679.1309,detected,,,2.5256,below_detection,,99.3167,39.7249,detected,,104.1581,77.7132,detected,,380.5215,49.8468,detected,,,15.6402,below_detection,,69379.8906,209.7186,detected,,,0.0,below_detection,,,3.3095,below_detection,,957.9097,50.6994,detected,,,1.6956,below_detection,,,1.339,below_detection,,2992.4146,40.4761,detected,,14.7166,1.7659,detected,,108.5092,8.7958,detected,,,1.1763,below_detection,,,0.0,below_detection,,164.4999,133.8069,detected,,,1.7183,below_detection,,235.299,11.492,detected,,,0.5245,below_detection,,,0.0,below_detection,,,2.193,below_detection,,244.1301,135.5692,detected,,,2.1605,below_detection,,,181.5675,below_detection,,,0.0,below_detection,,,0.9545,below_detection,,66.0565,4.5652,detected,,,1.113,below_detection,,1.2423653075476766,0.4141217691825589,0.6211826537738383,0.8348197920597367,1.252229688089605
4473,17,sample3,all,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:04:07",ppm,1.5,19.2,not stated by export; not reaction exposure,69.7497,61.3307,detected,,3.2343,1.7594,detected,,5.8954,4.3048,detected,,928707.125,652.4324,detected,,,2.267,below_detection,,112.9536,45.1764,detected,,,131.4409,below_detection,,450.0532,52.0427,detected,,,18.718,below_detection,,65852.3359,206.3319,detected,,,0.0,below_detection,,,4.7353,below_detection,,949.7837,50.7462,detected,,,1.683,below_detection,,,1.339,below_detection,,2830.6699,39.4591,detected,,13.3358,1.709,detected,,123.108,8.778,detected,,,1.5573,below_detection,,,0.0,below_detection,,196.5756,159.8871,detected,,,1.6344,below_detection,,273.1526,11.4656,detected,,,0.5188,below_detection,,,0.0,below_detection,,,2.0152,below_detection,,277.7102,137.8863,detected,,,2.1688,below_detection,,77.6668,69.391,detected,,,0.0,below_detection,,,0.9613,below_detection,,56.6313,4.3207,detected,,,1.0786,below_detection,,1.179198422419196,0.3930661408063987,0.589599211209598,0.7923741719288029,1.1885612578932043
4474,18,sample4,big grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:12:47",ppm,1.5,19.53,not stated by export; not reaction exposure,,9.4147,below_detection,,4.6756,1.4959,detected,,,4.5995,below_detection,,950161.0,417.9942,detected,,,1.9385,below_detection,,,11.1282,below_detection,,,124.1562,below_detection,,4264.9551,105.0598,detected,,,16.4805,below_detection,,42736.6523,159.9619,detected,,,0.0,below_detection,,,2.7857,below_detection,,628.8156,48.8222,detected,,,1.3848,below_detection,,,1.1181,below_detection,,2145.8931,29.8293,detected,,11.8701,1.3966,detected,,,9.3873,below_detection,,,1.02,below_detection,,,0.0,below_detection,,,19.6138,below_detection,,,1.2239,below_detection,,,12.7332,below_detection,,,0.7449,below_detection,,,0.0,below_detection,,,1.7403,below_detection,,,180.1373,below_detection,,,1.6936,below_detection,,,91.5664,below_detection,,,0.0,below_detection,,,0.7928,below_detection,,46.1808,3.4237,detected,,,0.9027,below_detection,,0.765272670785209,0.2550908902617363,0.3826363353926045,0.514232623860829,0.7713489357912435
4475,19,sample4,big grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:13:26",ppm,1.5,19.54,not stated by export; not reaction exposure,,9.1197,below_detection,,3.6108,1.4171,detected,,,4.5159,below_detection,,952282.4375,378.0966,detected,,,1.6795,below_detection,,,10.7679,below_detection,,78.4918,55.4223,detected,,245.4954,39.9277,detected,,,10.9668,below_detection,,44485.4414,157.4351,detected,,,0.0,below_detection,,,2.5453,below_detection,,607.3829,37.5246,detected,,,1.3444,below_detection,,,1.0854,below_detection,,2253.0088,29.7128,detected,,11.755,1.3532,detected,,,9.0863,below_detection,,,0.902,below_detection,,,0.0,below_detection,,,19.0113,below_detection,,,1.1669,below_detection,,,12.3625,below_detection,,0.7231,0.2991,detected,,,0.0,below_detection,,,1.6165,below_detection,,,167.4057,below_detection,,,1.6589,below_detection,,,86.386,below_detection,,,0.0,below_detection,,,0.7727,below_detection,,31.6707,2.9847,detected,,,0.8961,below_detection,,0.7965877231623243,0.2655292410541081,0.39829386158116215,0.5352750864561554,0.802912629684233
4476,20,sample4,big grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:14:00",ppm,1.5,20.45,not stated by export; not reaction exposure,,8.9805,below_detection,,3.3352,1.4165,detected,,,4.3131,below_detection,,948751.4375,389.1855,detected,,,1.7371,below_detection,,,10.5916,below_detection,,,81.8205,below_detection,,1083.1027,57.007,detected,,,12.8179,below_detection,,47131.6445,156.1012,detected,,,0.0,below_detection,,,2.5477,below_detection,,641.1517,39.0585,detected,,,1.3174,below_detection,,,1.068,below_detection,,2336.698,29.387,detected,,14.051,1.3651,detected,,,8.9549,below_detection,,,0.8477,below_detection,,,0.0,below_detection,,,18.6875,below_detection,,,1.1266,below_detection,,,12.1246,below_detection,,,0.5117,below_detection,,,0.0,below_detection,,,1.5524,below_detection,,,164.239,below_detection,,,1.6036,below_detection,,,81.4738,below_detection,,,0.0,below_detection,,,0.7678,below_detection,,38.5408,3.0682,detected,,,0.8821,below_detection,,0.8439725042528428,0.2813241680842809,0.4219862521264214,0.5671157639577401,0.8506736459366102
4477,21,sample4,big grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:14:38",ppm,1.5,19.65,not stated by export; not reaction exposure,,9.3154,below_detection,,3.8591,1.5539,detected,,,4.6467,below_detection,,952811.5625,389.1118,detected,,,1.861,below_detection,,,10.9714,below_detection,,,110.9866,below_detection,,793.6072,54.52,detected,,,10.2274,below_detection,,43587.1328,159.2256,detected,,,0.0,below_detection,,,2.6543,below_detection,,596.2758,39.5374,detected,,,1.389,below_detection,,,1.0996,below_detection,,2164.5686,29.7548,detected,,16.7134,1.4928,detected,,,9.2698,below_detection,,,0.923,below_detection,,,0.0,below_detection,,,19.3751,below_detection,,,1.1929,below_detection,,,12.5516,below_detection,,,0.5129,below_detection,,,0.0,below_detection,,,1.6833,below_detection,,,182.1061,below_detection,,,1.7216,below_detection,,,89.9772,below_detection,,,0.0,below_detection,,,0.8175,below_detection,,26.2286,2.8931,detected,,,0.9021,below_detection,,0.7805019751096786,0.26016732503655954,0.3902509875548393,0.5244661071946997,0.7866991607920494
4478,22,sample4,big grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:15:10",ppm,1.5,19.89,not stated by export; not reaction exposure,,9.7549,below_detection,,2.69,1.5377,detected,,,4.9658,below_detection,,948050.625,428.8402,detected,,,1.9905,below_detection,,,11.5137,below_detection,,,114.6217,below_detection,,1345.7714,65.0612,detected,,,15.9891,below_detection,,47478.918,164.4812,detected,,,0.0,below_detection,,,2.8257,below_detection,,648.0668,41.9551,detected,,,1.4173,below_detection,,,1.1272,below_detection,,2418.3325,31.5031,detected,,16.4288,1.5163,detected,,,9.9002,below_detection,,,0.9243,below_detection,,,0.0,below_detection,,,20.4153,below_detection,,,1.3003,below_detection,,,13.2421,below_detection,,,0.738,below_detection,,,0.0,below_detection,,,1.8248,below_detection,,,187.2741,below_detection,,,1.7297,below_detection,,,92.3137,below_detection,,,0.0,below_detection,,,0.8191,below_detection,,39.2084,3.2682,detected,,,0.9281,below_detection,,0.8501910287402632,0.28339700958008773,0.4250955143701316,0.5712943636723072,0.8569415455084608
4479,23,sample4,small grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:15:44",ppm,1.5,19.76,not stated by export; not reaction exposure,,9.0034,below_detection,,2.1831,1.3043,detected,,,4.3412,below_detection,,944356.375,406.5759,detected,,,1.8108,below_detection,,,10.6407,below_detection,,,118.345,below_detection,,298.401,38.8411,detected,,,10.265,below_detection,,51859.6562,158.9863,detected,,,0.0,below_detection,,,2.5079,below_detection,,704.2989,37.3062,detected,,,1.3185,below_detection,,,1.0656,below_detection,,2734.7773,31.1635,detected,,10.9132,1.2819,detected,,,9.0185,below_detection,,,0.8571,below_detection,,,0.0,below_detection,,,18.7586,below_detection,,,1.1477,below_detection,,,12.1846,below_detection,,,0.4027,below_detection,,,0.0,below_detection,,,1.6221,below_detection,,,158.2321,below_detection,,,1.6665,below_detection,,,81.0871,below_detection,,,0.0,below_detection,,,0.7779,below_detection,,33.3977,2.8951,detected,,,0.852,below_detection,,0.9286356200196972,0.30954520667323243,0.4643178100098486,0.6240059912284358,0.9360089868426537
4480,24,sample4,small grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:16:14",ppm,1.5,19.76,not stated by export; not reaction exposure,,9.2448,below_detection,,,3.1502,below_detection,,,4.4434,below_detection,,937713.0625,439.7521,detected,,,1.7941,below_detection,,,10.9014,below_detection,,,87.3821,below_detection,,132.1605,34.0532,detected,,,17.2747,below_detection,,58250.0469,165.1552,detected,,,0.0,below_detection,,,2.4538,below_detection,,736.4749,37.244,detected,,,1.3723,below_detection,,,1.1056,below_detection,,3118.0229,33.2171,detected,,12.5718,1.3232,detected,,,9.2801,below_detection,,,0.9049,below_detection,,,0.0,below_detection,,,19.215,below_detection,,,1.1487,below_detection,,,12.4976,below_detection,,,0.4787,below_detection,,,0.0,below_detection,,,1.5603,below_detection,,,160.1164,below_detection,,,1.6703,below_detection,,,82.7488,below_detection,,,0.0,below_detection,,,0.7936,below_detection,,37.6582,3.0241,detected,,,0.8861,below_detection,,1.0430664679022295,0.34768882263407647,0.5215332339511147,0.700898943771582,1.051348415657373
4481,25,sample4,small grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:16:48",ppm,1.5,20.01,not stated by export; not reaction exposure,,8.9347,below_detection,,1.5384,1.2978,detected,,,3.909,below_detection,,940379.5,416.489,detected,,,1.8229,below_detection,,,10.5543,below_detection,,,84.982,below_detection,,228.2579,36.2684,detected,,,10.5493,below_detection,,55637.5508,161.1384,detected,,,0.0,below_detection,,,2.3544,below_detection,,755.2921,37.4688,detected,,,1.3326,below_detection,,,1.0632,below_detection,,2953.3765,32.0078,detected,,12.2877,1.2898,detected,,,8.8747,below_detection,,,0.8942,below_detection,,,0.0,below_detection,,,18.5644,below_detection,,,1.0556,below_detection,,,12.0445,below_detection,,,0.4125,below_detection,,,0.0,below_detection,,,1.511,below_detection,,,158.9738,below_detection,,,1.643,below_detection,,,78.8924,below_detection,,,0.0,below_detection,,,0.7693,below_detection,,32.2314,2.8417,detected,,,0.867,below_detection,,0.9962852681529233,0.33209508938430776,0.49814263407646164,0.6694638487880382,1.0041957731820574
4482,26,sample4,small grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:17:31",ppm,1.5,20.31,not stated by export; not reaction exposure,,8.4749,below_detection,,,2.0817,below_detection,,,4.1698,below_detection,,947284.5625,371.3694,detected,,,1.6864,below_detection,,,9.9757,below_detection,,,97.8174,below_detection,,197.0594,35.5065,detected,,,9.8431,below_detection,,49245.2578,153.717,detected,,,0.0,below_detection,,,2.2681,below_detection,,654.6385,35.6238,detected,,,1.2854,below_detection,,,1.0326,below_detection,,2581.1208,29.7595,detected,,12.6881,1.284,detected,,,8.2996,below_detection,,,0.8542,below_detection,,,0.0,below_detection,,,17.5469,below_detection,,,1.091,below_detection,,,11.416,below_detection,,,0.4019,below_detection,,,0.0,below_detection,,,1.5095,below_detection,,,145.7559,below_detection,,,1.559,below_detection,,,77.3633,below_detection,,,0.0,below_detection,,,0.7275,below_detection,,24.6558,2.6094,detected,,,0.838,below_detection,,0.8818203563434506,0.2939401187811502,0.4409101781717253,0.5925480066485449,0.8888220099728176
4483,27,sample4,small grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:18:06",ppm,1.5,20.04,not stated by export; not reaction exposure,,8.6129,below_detection,,,2.8197,below_detection,,,3.9248,below_detection,,940048.375,401.2318,detected,,,1.6764,below_detection,,,10.1135,below_detection,,,91.4535,below_detection,,226.5218,35.4417,detected,,,10.403,below_detection,,55942.9102,158.1763,detected,,,0.0,below_detection,,,2.3608,below_detection,,741.4506,36.3744,detected,,,1.3009,below_detection,,,1.0403,below_detection,,3000.3833,31.5413,detected,,10.8829,1.2416,detected,,,8.4291,below_detection,,0.8836,0.5631,detected,,,0.0,below_detection,,,17.7758,below_detection,,,1.0939,below_detection,,,11.5502,below_detection,,,0.4031,below_detection,,,0.0,below_detection,,,1.5183,below_detection,,,142.0709,below_detection,,,1.4627,below_detection,,,77.4505,below_detection,,,0.0,below_detection,,,0.7319,below_detection,,28.5906,2.6885,detected,,,0.8465,below_detection,,1.0017532491718149,0.3339177497239383,0.5008766245859074,0.6731381133134927,1.009707169970239
4484,28,sample4,mixed grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:19:04",ppm,1.5,19.87,not stated by export; not reaction exposure,,8.8851,below_detection,,3.1674,1.3503,detected,,,4.1965,below_detection,,938096.375,423.151,detected,,,1.6692,below_detection,,,10.4574,below_detection,,,111.0664,below_detection,,343.1598,38.4189,detected,,,10.4606,below_detection,,57664.5859,160.8203,detected,,,0.0,below_detection,,,2.8828,below_detection,,795.7448,37.6828,detected,,,1.3279,below_detection,,,1.0735,below_detection,,3046.5876,32.0077,detected,,13.4134,1.306,detected,,,8.817,below_detection,,,0.8729,below_detection,,,0.0,below_detection,,,18.4199,below_detection,,,1.1143,below_detection,,,11.9675,below_detection,,,0.629,below_detection,,,0.0,below_detection,,,1.4864,below_detection,,,152.8647,below_detection,,,1.6373,below_detection,,,77.2386,below_detection,,,0.0,below_detection,,,0.7926,below_detection,,36.9708,2.915,detected,,,0.8706,below_detection,,1.0325827898648043,0.34419426328826813,0.5162913949324022,0.6938543314775539,1.0407814972163307
4485,29,sample4,mixed grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:19:51",ppm,1.5,19.37,not stated by export; not reaction exposure,,9.5454,below_detection,,2.6779,1.5493,detected,,,4.5565,below_detection,,935605.9375,463.0302,detected,,,1.9483,below_detection,,,11.2319,below_detection,,,92.863,below_detection,,455.8603,44.132,detected,,,12.4629,below_detection,,59878.4922,176.004,detected,,,0.0,below_detection,,,2.5988,below_detection,,805.9379,41.0767,detected,,,1.4301,below_detection,,,1.1465,below_detection,,3198.707,35.3911,detected,,18.4691,1.5264,detected,,,9.4384,below_detection,,,0.9649,below_detection,,,0.0,below_detection,,,19.7811,below_detection,,,1.1869,below_detection,,,12.8607,below_detection,,,0.4391,below_detection,,,0.0,below_detection,,,1.7077,below_detection,,,156.4446,below_detection,,,1.7126,below_detection,,,82.6984,below_detection,,,0.0,below_detection,,,0.7999,below_detection,,33.8969,3.0785,detected,,,0.9316,below_detection,,1.0722265592264304,0.3574088530754768,0.5361132796132152,0.7204933587377922,1.080740038106688
4486,30,sample4,mixed grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:20:40",ppm,1.5,19.48,not stated by export; not reaction exposure,,8.7454,below_detection,,2.1864,1.8465,detected,,,4.2266,below_detection,,941846.375,407.2298,detected,,,1.8149,below_detection,,,10.3112,below_detection,,,83.727,below_detection,,1852.3877,66.8093,detected,,,12.047,below_detection,,52799.5508,159.2564,detected,,,0.0,below_detection,,,2.2355,below_detection,,702.2147,40.5858,detected,,,1.2952,below_detection,,,1.0571,below_detection,,2716.0122,30.8562,detected,,43.5111,1.8789,detected,,,8.5902,below_detection,,,0.883,below_detection,,,0.0,below_detection,,,18.1198,below_detection,,,1.0897,below_detection,,,11.798,below_detection,,,0.3828,below_detection,,,0.0,below_detection,,,1.6986,below_detection,,,148.7043,below_detection,,,1.6091,below_detection,,,74.7326,below_detection,,,0.0,below_detection,,,0.7758,below_detection,,37.7316,2.9735,detected,,,0.8726,below_detection,,0.9454660363506133,0.31515534545020446,0.47273301817530666,0.6353153577861581,0.952973036679237
4487,31,sample4,mixed grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:21:19",ppm,1.5,20.21,not stated by export; not reaction exposure,,8.8938,below_detection,,2.8563,1.4861,detected,,,4.404,below_detection,,944518.4375,401.6973,detected,,,1.8423,below_detection,,,10.5149,below_detection,,,123.2262,below_detection,,243.0274,37.4364,detected,,,10.3645,below_detection,,51836.5938,158.9216,detected,,,0.0,below_detection,,,2.2968,below_detection,,656.1299,36.3115,detected,,,1.3305,below_detection,,,1.0508,below_detection,,2687.2898,30.901,detected,,19.5422,1.462,detected,,,8.8708,below_detection,,,0.8923,below_detection,,,0.0,below_detection,,,18.5348,below_detection,,,1.1526,below_detection,,,12.0398,below_detection,,,0.4608,below_detection,,,0.0,below_detection,,,1.6039,below_detection,,,152.1485,below_detection,,,1.6355,below_detection,,,82.1498,below_detection,,,0.0,below_detection,,,0.7548,below_detection,,36.1626,2.9573,detected,,,0.8706,below_detection,,0.9282226484018264,0.3094075494672755,0.4641113242009132,0.6237284908200913,0.935592736230137
4488,32,sample4,mixed grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:21:52",ppm,1.5,20.16,not stated by export; not reaction exposure,,9.1455,below_detection,,3.0972,1.692,detected,,,4.7965,below_detection,,951255.25,384.8711,detected,,,1.9379,below_detection,,,10.8227,below_detection,,,89.1422,below_detection,,269.4519,40.7007,detected,,,13.9062,below_detection,,45523.0625,159.0232,detected,,,0.0,below_detection,,,2.4951,below_detection,,612.5858,37.7848,detected,,,1.3351,below_detection,,,1.0775,below_detection,,2281.0615,30.072,detected,,26.2411,1.6743,detected,,,9.0977,below_detection,,,0.8999,below_detection,,,0.0,below_detection,,,19.0879,below_detection,,,1.1996,below_detection,,,12.4197,below_detection,,,0.4317,below_detection,,,0.0,below_detection,,,1.7561,below_detection,,,171.5011,below_detection,,,1.6775,below_detection,,,87.5381,below_detection,,,0.0,below_detection,,,0.7923,below_detection,,29.2486,2.9395,detected,,,0.8804,below_detection,,0.8151680992031515,0.27172269973438384,0.40758404960157574,0.5477603559405497,0.8216405339108244
4489,33,sample5,weathered surface,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:24:55",ppm,1.5,19.35,not stated by export; not reaction exposure,16.5478,14.556,detected,,8.0525,1.7573,detected,,,5.3598,below_detection,,927928.6875,585.1561,detected,,,2.1672,below_detection,,32.382,12.9563,detected,,,136.6653,below_detection,,455.6648,47.4453,detected,,15.2022,7.7063,detected,,65517.5938,189.0565,detected,,,0.0,below_detection,,,3.0153,below_detection,,1235.2177,50.3172,detected,,,1.548,below_detection,,10.2807,0.9556,detected,,2339.8423,32.7262,detected,,14.7988,1.5761,detected,,34.0542,7.5944,detected,,5.2096,0.8416,detected,,,0.0,below_detection,,40.0453,32.5838,detected,,,1.3927,below_detection,,66.9927,9.9301,detected,,8.5343,0.4477,detected,,,0.0,below_detection,,,1.9596,below_detection,,2051.9758,165.0058,detected,,,1.9102,below_detection,,133.3595,70.6267,detected,,,0.0,below_detection,,,0.9613,below_detection,,76.3992,4.2972,detected,,9.179,0.8399,detected,,1.1732042940281135,0.3910680980093712,0.5866021470140568,0.7883463574151311,1.1825195361226968
4490,34,sample5,weathered surface,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:25:49",ppm,1.5,19.74,not stated by export; not reaction exposure,22.0908,19.4312,detected,,5.2686,1.6793,detected,,,5.1117,below_detection,,937261.0625,525.7422,detected,,,2.2923,below_detection,,37.7242,15.0933,detected,,,112.7217,below_detection,,719.6553,53.8563,detected,,25.131,7.353,detected,,57146.0195,178.8585,detected,,,0.0,below_detection,,,2.929,below_detection,,1084.5944,48.5751,detected,,,1.5074,below_detection,,6.5221,0.8949,detected,,1953.9242,29.6373,detected,,16.2742,1.5793,detected,,44.6292,7.4401,detected,,3.4222,0.8074,detected,,,0.0,below_detection,,53.4875,43.52,detected,,,1.3424,below_detection,,97.3645,9.7189,detected,,6.2688,0.4089,detected,,,0.0,below_detection,,,1.9997,below_detection,,1314.1599,151.9359,detected,,,1.9659,below_detection,,134.2437,69.1719,detected,,,0.0,below_detection,,,0.9324,below_detection,,62.358,3.9436,detected,,5.8215,0.7698,detected,,1.0232969737666757,0.3410989912555586,0.5116484868833379,0.6876146344922555,1.031421951738383
