scenario,mode,extent_mol,reactor_h2_mol,water_kg,salt_mol,export_h2_mol,export_water_kg,export_salt_mol,outlet_separator_gas_mol,flow_pump_kwh,feed_water_kg,feed_salt_mol,circulated_water_kg,time_days,altered_fraction_proxy,expansion_loading,crack_opening_fraction,porosity,area_factor,passivation_factor,pore_access_factor,permeability_ratio,generated_h2_kg,retained_h2_kg,dissolved_h2_kg,free_h2_kg,exported_h2_kg,outlet_collected_h2_kg,outlet_uncollected_gas_h2_kg,outlet_residual_dissolved_h2_kg,endpoint_collected_h2_kg,endpoint_residual_h2_kg,endpoint_uncollected_gas_h2_kg,salt_molality,water_consumed_kg,remaining_reactive_fe_kg,flow_head_bar,solid_mass_gain_kg,total_deliverable_h2_kg,gross_electricity_kwh,outlet_delivered_electricity_kwh,new_feed_heater_kwh,standalone_engineering_balance_kwh,h2_balance_error_kg,water_balance_error_kg,salt_balance_error_kg,hydrogen_recovery_balance_error_kg
contact_inhibition_hypothesis,recirculating,0.0,0.0,20000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,591.8704059999999,5.0,0.0,0.0,0.0,0.0,0.0,-907.7186152246713,0.0,0.0,0.0,0.0
contact_inhibition_hypothesis,recirculating,5.329434809384442,5.329434809384442,19997.641161814034,90000.0,0.0,0.0,0.0,0.0,1.4311775582455672,0.0,0.0,6666.666666666668,1.0,0.001508551283758936,0.00039222333377732335,0.0,0.34960777666622267,1.0,0.996987444312483,0.9988464019594785,0.9954401513218333,0.010743501043541909,0.010743501043541909,0.010743501043541909,0.0,0.0,0.0,0.0,0.0,0.0,0.010743501043541909,0.0,4.5005308011955485,2.3588381859712113,590.9775391392097,5.02290368070904,2.3480946849276694,0.0,0.0,0.0,0.0,-909.1497927829168,0.0,3.637978807091713e-12,0.0,0.0
contact_inhibition_hypothesis,recirculating,10.58505434129363,10.58505434129363,19995.31499469009,90000.0,0.0,0.0,0.0,0.0,2.8689024109606454,0.0,0.0,13333.333333333336,2.0,0.002996208394762397,0.0007790141826382233,0.0,0.3492209858173618,1.0,0.9940255019299534,0.9977087818157699,0.9909608629204486,0.021338199345527,0.021338199345527,0.021338199345527,0.0,0.0,0.0,0.0,0.0,0.0,0.021338199345527,0.0,4.501054373181928,4.685005309917216,590.0970389209314,5.045607941835928,4.663667110571689,0.0,0.0,0.0,0.0,-910.5875176356319,0.0,7.275957614183426e-12,0.0,0.0
contact_inhibition_hypothesis,recirculating,15.769186769583035,15.769186769583035,19993.020468165163,90000.0,0.0,0.0,0.0,0.0,4.313118296916255,0.0,0.0,20000.000000000007,3.0,0.004463630346542608,0.0011605438901010781,0.0,0.3488394561098989,1.0,0.9911124689850244,0.9965866356173498,0.986559374779559,0.03178878822506705,0.03178878822506705,0.03178878822506705,0.0,0.0,0.0,0.0,0.0,0.0,0.03178878822506705,0.0,4.501570942885132,6.9795318348402455,589.2285152945578,5.068118683801694,6.947743046615178,0.0,0.0,0.0,0.0,-912.0317335215875,0.0,3.637978807091713e-12,0.0,0.0
contact_inhibition_hypothesis,recirculating,20.88404466690746,20.88404466690746,19990.75660294201,90000.0,0.0,0.0,0.0,0.0,5.763770603192736,0.0,0.0,26666.666666666675,4.0,0.005911443430524116,0.0015369752919362702,0.0,0.34846302470806373,1.0,0.9882467288428624,0.9954794844354816,0.9822330693932384,0.04209972796312541,0.04209972796312541,0.04209972796312541,0.0,0.0,0.0,0.0,0.0,0.0,0.04209972796312541,0.0,4.502080725986871,9.24339705799302,588.3715975767296,5.090441521266113,9.201297330029895,0.0,0.0,0.0,0.0,-913.482385827864,0.0,0.0,0.0,0.0
contact_inhibition_hypothesis,recirculating,25.93173279717574,25.93173279717574,19988.52246744014,90000.0,0.0,0.0,0.0,0.0,7.2208062861120865,0.0,0.0,33333.33333333334,5.0,0.0073402434217581716,0.0019084632896571247,0.0,0.3480915367103429,1.0,0.9854267461181084,0.9943868726774792,0.9779794619432852,0.05227526151117063,0.05227526151117063,0.05227526151117063,0.0,0.0,0.0,0.0,0.0,0.0,0.05227526151117063,0.0,4.502583927681673,11.477532559863562,587.5259331458251,5.112581802142138,11.425257298352392,0.0,0.0,0.0,0.0,-914.9394215107834,0.0,3.637978807091713e-12,0.0,0.0
contact_inhibition_hypothesis,recirculating,30.914255248503682,30.914255248503682,19986.317174638745,90000.0,0.0,0.0,0.0,0.0,8.684173797382552,0.0,0.0,40000.00000000001,6.0,0.00875059759797834,0.0022751553754743682,0.0,0.34772484462452563,1.0,0.9826510612037961,0.9933083665427225,0.9737961913198317,0.0623194288703536,0.0623194288703536,0.0623194288703536,0.0,0.0,0.0,0.0,0.0,0.0,0.0623194288703536,0.0,4.503080743369958,13.682825361260774,586.6911862469419,5.1345446250136435,13.62050593239042,0.0,0.0,0.0,0.0,-916.4027890220539,0.0,7.275957614183426e-12,0.0,0.0
contact_inhibition_hypothesis,recirculating,35.83352197346768,35.83352197346768,19984.139879181937,90000.0,0.0,0.0,0.0,0.0,10.153823015021612,0.0,0.0,46666.66666666668,7.0,0.0101430465908865,0.00263719211363049,0.0,0.3473628078863695,1.0,0.979918285260006,0.9922435526069691,0.9696810118989214,0.07223608027587403,0.07223608027587403,0.07223608027587403,0.0,0.0,0.0,0.0,0.0,0.0,0.07223608027587403,0.0,4.5035713592935585,15.860120818067923,585.867036896175,5.156334855117484,15.78788473779205,0.0,0.0,0.0,0.0,-917.8724382396929,0.0,3.637978807091713e-12,0.0,0.0
contact_inhibition_hypothesis,recirculating,40.69135479561948,40.69135479561948,19981.989774720245,90000.0,0.0,0.0,0.0,0.0,11.629705178667132,0.0,0.0,53333.33333333335,8.0,0.011518106086358558,0.002994707582453225,0.0,0.34700529241754674,1.0,0.9772270956161696,0.9911920365221963,0.9656317860010109,0.0820288883053934,0.0820288883053934,0.0820288883053934,0.0,0.0,0.0,0.0,0.0,0.0,0.0820288883053934,0.0,4.5040559531194155,18.010225279760263,585.0531798743158,5.1779571390318395,17.92819639145487,0.0,0.0,0.0,0.0,-919.3483204033384,0.0,3.637978807091713e-12,0.0,0.0
contact_inhibition_hypothesis,recirculating,45.48949293442355,45.48949293442355,19979.866091465232,90000.0,0.0,0.0,0.0,0.0,13.11177282892452,0.0,0.0,60000.00000000002,9.0,0.012876268388334744,0.0033478297809670337,0.0,0.34665217021903294,1.0,0.9745762315462779,0.9901534418206852,0.9616464769631666,0.09170135901664574,0.09170135901664574,0.09170135901664574,0.0,0.0,0.0,0.0,0.0,0.0,0.09170135901664574,0.0,4.504534694476514,20.133908534773777,584.2493238012313,5.199415918196633,20.04220717575713,0.0,0.0,0.0,0.0,-920.8303880535958,0.0,7.275957614183426e-12,0.0,0.0
contact_inhibition_hypothesis,recirculating,50.22959809486721,50.22959809486721,19977.76809393681,90000.0,0.0,0.0,0.0,0.0,14.599979750431777,0.0,0.0,66666.6666666667,10.0,0.014218003859486055,0.0036966810034663746,0.0,0.3463033189965336,1.0,0.9719644903808935,0.9891274088133342,0.9577231427654089,0.1012568422074809,0.1012568422074809,0.1012568422074809,0.0,0.0,0.0,0.0,0.0,0.0,0.1012568422074809,0.0,4.5050077454505395,22.23190606319558,583.4551902831764,5.220715441377544,22.1306492209881,0.0,0.0,0.0,0.0,-922.3185949751031,0.0,7.275957614183426e-12,0.0,0.0
