scenario,mode,extent_mol,reactor_h2_mol,water_kg,salt_mol,export_h2_mol,export_water_kg,export_salt_mol,outlet_separator_gas_mol,flow_pump_kwh,feed_water_kg,feed_salt_mol,circulated_water_kg,time_days,altered_fraction_proxy,expansion_loading,crack_opening_fraction,porosity,area_factor,passivation_factor,pore_access_factor,permeability_ratio,generated_h2_kg,retained_h2_kg,dissolved_h2_kg,free_h2_kg,exported_h2_kg,outlet_collected_h2_kg,outlet_uncollected_gas_h2_kg,outlet_residual_dissolved_h2_kg,endpoint_collected_h2_kg,endpoint_residual_h2_kg,endpoint_uncollected_gas_h2_kg,salt_molality,water_consumed_kg,remaining_reactive_fe_kg,flow_head_bar,solid_mass_gain_kg,total_deliverable_h2_kg,gross_electricity_kwh,outlet_delivered_electricity_kwh,new_feed_heater_kwh,standalone_engineering_balance_kwh,h2_balance_error_kg,water_balance_error_kg,salt_balance_error_kg,hydrogen_recovery_balance_error_kg
intrinsic_limited,once_through,0.0,0.0,20000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,591.8704059999999,5.0,0.0,0.0,0.0,0.0,0.0,-907.7186152246713,0.0,0.0,0.0,0.0
intrinsic_limited,once_through,6.685061627788489,5.683804038256323,19997.041153666905,89998.00576960917,1.0012575895321612,6666.666666666666,30001.99423039084,0.0,35.41566647783082,6666.666666666666,29999.999999999985,0.0,1.0,0.0018922753840332144,0.0004919915998486357,0.0,0.34950800840015134,1.0,0.9962226016184901,0.9985529658827981,0.9942831186482467,0.013476282034226258,0.011457866884640155,0.011457866884640155,0.0,0.002018415149586093,0.0,0.0,0.002018415149586093,0.0,0.011457866884640155,0.0,4.500566112657423,2.958846333091687,590.7504242001885,5.028748760008747,2.9453700510574605,0.0,0.0,0.0,243.73541403508767,-1186.8696957375898,9.847536119877986e-18,-1.8189894035458565e-12,8.504546713083983e-13,1.0408340855860843e-17
intrinsic_limited,once_through,13.322799066783606,9.715766680592697,19994.10325328918,89992.81578119309,3.6070323861909057,13333.333333333336,60007.184218806884,0.0,70.8395727118365,13333.333333333336,59999.99999999998,0.0,2.0,0.0037711551701633678,0.0009805003442424757,0.0,0.3490194996557575,1.0,0.9924860615077371,0.9971161754581104,0.988634348947181,0.026857164182747733,0.019585819736073203,0.019585819736073203,0.0,0.007271344446674523,0.0,0.0,0.007271344446674523,0.0,0.019585819736073203,0.0,4.500967842425671,5.896746710816897,589.6383708583463,5.057481570739083,5.869889546634149,0.0,0.0,0.0,487.47082807017546,-1466.0290160066834,6.266613894467809e-18,-7.275957614183426e-12,-4.2522733565419915e-13,6.938893903907228e-18
intrinsic_limited,once_through,19.913840828887157,12.564417716567414,19991.186020683876,89985.36196571305,7.349423112319737,20000.000000000004,90014.63803428697,0.0,106.27170516752855,20000.000000000004,89999.99999999997,0.0,3.0,0.005636817265142346,0.00146557248893701,0.0,0.34853442751106295,1.0,0.9887896747555531,0.9956894926795969,0.9830524511147531,0.040143913450137035,0.025328358386473918,0.025328358386473918,0.0,0.01481555506366311,0.0,0.0,0.01481555506366311,0.0,0.025328358386473918,0.0,4.501251795296673,8.813979316121353,588.5341406767322,5.086198599403464,8.773835402671216,0.0,0.0,0.0,731.2062421052631,-1745.196562497463,1.074276667623053e-17,-3.637978807091713e-12,1.7009093426167966e-12,6.938893903907228e-18
intrinsic_limited,once_through,26.4588031623637,14.565581666240172,19988.289183096003,89976.311966071,11.89322149612352,26666.66666666667,120023.688033929,0.0,141.7120528699947,26666.66666666667,119999.99999999994,0.0,4.0,0.0074894361043735015,0.0019472533871371105,0.0,0.34805274661286284,1.0,0.9851327530623538,0.994272784155479,0.9775362156926188,0.053337772118945734,0.029362464769340235,0.029362464769340235,0.0,0.023975307349605478,0.0,0.0,0.023975307349605478,0.0,0.029362464769340235,0.0,4.501451381950363,11.71081690399512,587.4376304121934,5.114900010591755,11.657479131876174,0.0,0.0,0.0,974.9416561403509,-2024.372324235017,1.7904611127050882e-17,0.0,3.401818685233593e-12,2.0816681711721685e-17
intrinsic_limited,once_through,32.95829036689642,15.959949635803666,19985.412473059077,89966.14396931014,16.99834073109276,33333.33333333334,150033.85603068987,0.0,177.16060670275206,33333.33333333334,149999.99999999994,0.0,5.0,0.009329182741091454,0.002425587512683778,0.0,0.3475744124873162,1.0,0.9815146242463936,0.9928659190803418,0.9720844626166543,0.06643995838481916,0.03217334327182389,0.03217334327182389,0.0,0.03426661511299527,0.0,0.0,0.03426661511299527,0.0,0.03217334327182389,0.0,4.501590552138323,14.587526940918124,586.348738823382,5.143585966327467,14.521086982533305,0.0,0.0,0.0,1218.6770701754388,-2303.5562921028622,-1.4323688901640707e-17,0.0,3.401818685233593e-12,-1.3877787807814457e-17
intrinsic_limited,once_through,39.41289509862386,16.920017401709263,19982.555628260125,89955.20035927875,22.492877696914608,40000.000000000015,180044.79964072126,0.0,212.61735890176834,40000.000000000015,179999.99999999994,0.0,6.0,0.011156224932705875,0.002900618482503528,0.0,0.3470993815174965,1.0,0.9779346317667666,0.9914687691691073,0.9666960403216629,0.07945166697141387,0.03410872467975767,0.03410872467975767,0.0,0.04534294229165622,0.0,0.0,0.04534294229165622,0.0,0.03410872467975767,0.0,4.501686472578139,17.44437173987115,585.2673666196521,5.172256626122392,17.364920072899736,0.0,0.0,0.0,1462.4124842105264,-2582.748458336966,-1.4323688901640707e-17,0.0,3.401818685233593e-12,-1.3877787807814457e-17
intrinsic_limited,once_through,45.82319866553666,17.56939830680147,19979.718391408915,89943.7261820326,28.253800358735198,46666.666666666686,210056.27381796748,0.0,248.08230269030963,46666.666666666686,209999.99999999994,0.0,7.0,0.012970727224416563,0.0033723890783483065,0.0,0.3466276109216517,1.0,0.9743921342634307,0.9900812085930932,0.9613698248787858,0.09237406972588204,0.035417798658714944,0.035417798658714944,0.0,0.05695627106716711,0.0,0.0,0.05695627106716711,0.0,0.035417798658714944,0.0,4.501751447142895,20.281608591080115,584.1934164115693,5.200912147029812,20.189234521354233,0.0,0.0,0.0,1706.1478982456144,-2861.948816160595,-2.148553335246106e-17,0.0,6.803637370467186e-12,-1.3877787807814457e-17
intrinsic_limited,once_through,52.18977131359667,17.996668639546094,19976.90051011134,89931.89672146083,34.19310267405059,53333.33333333335,240068.10327853923,0.0,283.5554320153973,53333.33333333335,239999.99999999994,0.0,8.0,0.01477285103020241,0.003840941267852627,0.0,0.34615905873214736,1.0,0.9708865051135411,0.9887031139180805,0.9561047191642471,0.10520831619565325,0.036279124377088176,0.036279124377088176,0.0,0.0689291918185651,0.0,0.0,0.0689291918185651,0.0,0.036279124377088176,0.0,4.501794293661404,23.099489888654027,583.1267926629765,5.229552683696211,22.994281572458373,0.0,0.0,0.0,1949.8833122807018,-3141.15735952077,-2.864737780328141e-17,-7.275957614183426e-12,6.803637370467186e-12,-2.7755575615628914e-17
intrinsic_limited,once_through,58.51317250392539,18.26529283258605,19974.101736746725,89919.83726700683,40.24787967133936,60000.00000000002,270080.1627329932,0.0,319.03674135756853,60000.00000000002,269999.99999999994,0.0,9.0,0.016562754711282424,0.0043063162249334305,0.0,0.34569368377506654,1.0,0.9674171320034213,0.9873343640443134,0.9508996520580884,0.1179555341872131,0.03682063851535356,0.03682063851535356,0.0,0.08113489567185958,0.0,0.0,0.08113489567185958,0.0,0.03682063851535356,0.0,4.501821331047876,25.89826325327015,582.0674016445548,5.258178388411652,25.780307719082938,0.0,0.0,0.0,2193.61872631579,-3420.37408289803,-4.297106670492212e-17,-7.275957614183426e-12,3.401818685233593e-12,-2.7755575615628914e-17
