scenario,time_days,generated_h2_kg,dissolved_reactor_h2_kg,free_reactor_h2_kg,retained_separator_h2_kg,uncollected_separator_h2_kg,collected_h2_kg,remaining_reactive_fe_kg,water_remaining_kg,salt_kg,salt_molality,free_h2_volume_m3_ideal,gross_electricity_kwh,average_gross_power_kw,initial_pump_electricity_kwh,sensible_heat_kwh_thermal,heater_electricity_kwh,standalone_balance_kwh,warm_pressurized_balance_kwh,h2_ledger_error_kg
zero,0.08780002052168828,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.09346823006420579,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.09950236889952967,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.10592606075686915,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.1127644544703998,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.12004432243726446,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.12779416543184405,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.13604432418664647,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.14482709817665496,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.15417687207217762,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.16413025035526294,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.174726200626706,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.1860062061646942,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.1980144283323617,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.21079787947007972,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.22440660694935874,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.23889388910893553,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.2543164438401374,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.27073465063813806,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.28821278698843844,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.3068192800140282,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.32662697436843063,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.3477134174234346,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.3701611628680274,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.39405809390712265,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.4194977673254093,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.446579779763337,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.4754101576392127,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.5061017722439572,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.5387747816336259,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.5735571010497033,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
zero,0.6105849037088784,0.0,0.0,0.0,0.0,0.0,0.0,591.8704059999999,20000.0,5259.852,4.5,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
