scenario,time_days,generated_h2_kg,dissolved_reactor_h2_kg,free_reactor_h2_kg,retained_separator_h2_kg,uncollected_separator_h2_kg,collected_h2_kg,remaining_reactive_fe_kg,water_remaining_kg,salt_kg,salt_molality,free_h2_volume_m3_ideal,gross_electricity_kwh,average_gross_power_kw,initial_pump_electricity_kwh,sensible_heat_kwh_thermal,heater_electricity_kwh,standalone_balance_kwh,warm_pressurized_balance_kwh,h2_ledger_error_kg
ten_year_assumption,0.5061017722439572,0.0006844399270529761,0.0006844399270529761,0.0,0.0006844399270529761,0.0,0.0,591.8135238228967,19999.99388337752,5259.852,4.500001376240479,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,0.5387747816336259,0.0007286238627521551,0.0007286238627521551,0.0,0.0007286238627521551,0.0,0.0,591.8098518009176,19999.993488519704,5259.852,4.500001465083543,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,0.5735571010497033,0.0007756599316654026,0.0007756599316654026,0.0,0.0007756599316654026,0.0,0.0,591.8059427449194,19999.993068173277,5259.852,4.500001559661554,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,0.6105849037088784,0.0008257322221707603,0.0008257322221707603,0.0,0.0008257322221707603,0.0,0.0,591.8017813557545,19999.9926206931,5259.852,4.500001660344664,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,0.6500031539228961,0.0008790367017058096,0.0008790367017058096,0.0,0.0008790367017058096,0.0,0.0,591.7973513470344,19999.99214432788,5259.852,4.500001767526921,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,0.6919661746356547,0.0009357819829450142,0.0009357819829450142,0.0,0.0009357819829450142,0.0,0.0,591.7926353814548,19999.991637213305,5259.852,4.500001881627793,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,0.7366382515994669,0.000996190139345046,0.000996190139345046,0.0,0.000996190139345046,0.0,0.0,591.7876150030183,19999.99109736478,5259.852,4.500002003093816,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,0.7841942765558404,0.0010604975732325455,0.0010604975732325455,0.0,0.0010604975732325455,0.0,0.0,591.782270564889,19999.990522669643,5259.852,4.500002132400341,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,0.8348204319388386,0.0011289559398120071,0.0011289559398120071,0.0,0.0011289559398120071,0.0,0.0,591.7765811526001,19999.98991087894,5259.852,4.5000022700533835,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,0.8887149197816454,0.001201833130687639,0.001201833130687639,0.0,0.001201833130687639,0.0,0.0,591.7705245023167,19999.989259598606,5259.852,4.500002416591611,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,0.9460887376800098,0.001279414320722873,0.001279414320722873,0.0,0.001279414320722873,0.0,0.0,591.7640769138329,19999.988566280124,5259.852,4.500002572588443,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,1.0071665048504799,0.0013620030823056223,0.0013620030823056223,0.0,0.0013620030823056223,0.0,0.0,591.7572131579686,19999.987828210564,5259.852,4.50000273865429,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,1.0721873415174519,0.001449922571347204,0.001449922571347204,0.0,0.001449922571347204,0.0,0.0,591.7499063780033,19999.987042501984,5259.852,4.500002915438943,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,1.1414058050718479,0.0015435167896191218,0.0015435167896191218,0.0,0.0015435167896191218,0.0,0.0,591.7421279847665,19999.98620608015,5259.852,4.500003103634107,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,1.2150928866664925,0.0016431519283255486,0.0016431519283255486,0.0,0.0016431519283255486,0.0,0.0,591.7338475449768,19999.985315672526,5259.852,4.500003303976108,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,1.2935370721498758,0.0017492177981215094,0.0017492177981215094,0.0,0.0017492177981215094,0.0,0.0,591.7250326623964,19999.984367795496,5259.852,4.5000035172487625,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,1.3770454714918658,0.001862129351118529,0.001862129351118529,0.0,0.001862129351118529,0.0,0.0,591.7156488513405,19999.98335874077,5259.852,4.500003744286442,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,1.4659450211230938,0.001982328300772075,0.001982328300772075,0.0,0.001982328300772075,0.0,0.0,591.7056594020528,19999.98228456089,5259.852,4.50000398597733,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,1.5605837638951798,0.0021102848459197683,0.0021102848459197683,0.0,0.0021102848459197683,0.0,0.0,591.6950252374243,19999.981141053842,5259.852,4.500004243266886,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,1.66133221167286,0.0022464995056373682,0.0022464995056373682,0.0,0.0022464995056373682,0.0,0.0,591.683704760503,19999.979923746643,5259.852,4.50000451716154,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,1.7685847958925833,0.0023915050720024165,0.0023915050720024165,0.0,0.0023915050720024165,0.0,0.0,591.6716536922048,19999.978627877903,5259.852,4.50000480873261,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,1.882761411766533,0.002545868688304532,0.002545868688304532,0.0,0.002545868688304532,0.0,0.0,591.6588248985975,19999.977248379237,5259.852,4.5000051191204955,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
ten_year_assumption,2.004309062177647,0.0027101940607183865,0.0027101940607183865,0.0,0.0027101940607183865,0.0,0.0,591.6451682070943,19999.97577985552,5259.852,4.500005449539108,0.0,0.0,0.0,101.95096961063628,765.4792633333333,805.767645614035,-907.7186152246713,-4.283654185320851,0.0
